63,002424,贵州百灵?点评,医药制造,12.95,0.70%,94,39,0,0,203,0.02,0,7.58,-12.1,7.9,0,0,0,7.9,-6.6,-1.3,59,0.98,0,0,33.5,25.6,25.4,32,41.1,42.4,0.27,0.95
64,601881,中国银河?点评,金融服务,10.04,0.70%,123,22,0,0,-429,-0.03,-0.04,-20.33,6.38,-7.5,0,0,-0.2,-7.3,2.6,4.9,114,0.8,11,11.2,42.4,49.7,20.8,18.2,25.8,20.9,0.46,0.79
65,000423,东阿阿胶?点评,医药制造,61.8,0.68%,404,24,0,0,-272,-0.01,-0.03,-6.44,-7.48,-1.2,0,0,2,-3.2,-0.9,2.1,91,0.9,7,5,37.9,41.1,22.9,23.8,32.2,30.1,0.56,2.24
66,000559,万向钱潮?点评,汽车制造,9,0.67%,247,30,0,0,-118,0,0,-6.63,14.22,-5.5,0,0,0,-5.5,-0.6,6.1,68,0.97,0,0,31.1,36.6,25,25.6,43.9,37.8,0.09,0.82
67,002456,欧菲科技?点评,电子设备,21,0.67%,558,42,0,0,-745,-0.02,-0.01,-6.82,14.85,-3.9,0,0,-5.1,1.2,1.7,2.2,106,0.95,10.2,15.3,41,39.8,20.4,18.7,28.4,26.2,0.34,1.01
68,002241,歌尔股份?点评,电子设备,15.18,0.66%,405,26,0,0,-466,-0.01,0,-2.37,2.6,-2.8,0,0,-0.9,-1.9,1.5,1.3,93,1.02,4.2,5.1,41.1,43,22,20.5,32.7,31.4,0.41,0.81
69,002292,奥飞娱乐?点评,文教用品,12.55,0.64%,96,40,0,0,14,0,0,-0.2,14.37,0.5,0,0,4.5,-4,0.3,-0.8,66,0.98,4.5,0,28.6,32.6,27.8,27.5,39.1,39.9,0.28,0.68
70,002508,老板电器?点评,电气机械,39.01,0.64%,365,29,0,0,-245,-0.01,-0.01,-2.91,-7.42,-1.5,0,0,4.6,-6.1,-1,2.5,85,0.97,4.9,0.3,36.9,43,22,23,36.2,33.7,0.45,0.95
71,000776,广发证券?点评,金融服务,16.46,0.61%,974,15,0,0,-632,-0.01,0,-8.11,9.18,-5.1,0,0,-7,1.9,0.8,4.3,100,0.94,0,7,47.6,45.7,22.1,21.3,30.3,26,0.13,0.94
72,000001,平安银行?点评,金融服务,11.71,0.60%,1981,8,0,0,-777,0,0,-6.04,7.07,-2.2,0,0,-1.3,-0.9,0.2,2,127,0.94,17.4,18.7,45,45.9,14.9,14.7,22.7,20.7,0.18,1.06
73,600011,华能国际?点评,电热供应,6.75,0.60%,709,27,0,0,-146,0,0,-14.74,20.66,-6.3,0,0,-9.7,3.4,5.8,0.5,83,0.83,0,9.7,38.2,34.8,30.3,24.5,31.5,31,0.03,0.7
74,000568,泸州老窖?点评,饮料制造,61.14,0.59%,857,32,0,0,97,0,0,3.71,9.07,1.2,0,0,-2.8,4,-0.9,-0.3,93,1.07,6,8.8,41.1,37.1,19.5,20.4,33.4,33.7,0.09,0.61
75,600999,招商证券?点评,金融服务,17.13,0.59%,840,23,0,0,-215,0,-0.01,-15.91,-24.47,-4.5,0,0,0,-4.5,-7.1,11.6,109,0.81,7.8,7.8,44.2,48.7,15.4,22.5,32.6,21,0.06,1
76,600588,用友网络?点评,软件服务,35.87,0.59%,517,-149,0,0,71,0,-0.02,-2.85,9.27,0.1,0,0,-5.4,5.5,-0.6,0.5,148,0.96,29.6,35,44.3,38.8,10.4,11,15.7,15.2,1.36,1.18
77,600390,五矿资本?点评,其他金融,10.63,0.57%,55,13,0,0,-14,0,-0.03,-14.79,-1.31,-0.9,0,0,0,-0.9,-2.1,3,99,0.76,0,0,48.9,49.8,22,24.1,29.1,26.1,0.29,0.75
78,002736,国信证券?点评,金融服务,10.85,0.56%,890,21,0,0,63,0,0,1.74,11.73,2.6,0,0,0,2.6,-2.9,0.3,61,0.98,0,0,31.9,29.3,23.1,26,45,44.7,0.03,0.65
79,000333,美的集团?点评,电气机械,60.02,0.55%,3816,19,0,0,179,0,0,2.23,0.99,0.4,0,0,0.4,0,-0.4,0,119,1.03,12.8,12.4,47,47,18.3,18.7,21.9,21.9,0.12,0.82
80,601788,光大证券?点评,金融服务,12.87,0.55%,503,20,0,0,169,0,0,16.69,-2.74,7.3,0,0,5.2,2.1,-8.8,1.5,114,1.18,5.2,0,55.6,53.5,14.1,22.9,25.1,23.6,0.05,0.7
81,600637,东方明珠?点评,信号传输,17.02,0.53%,273,33,0,0,231,0.01,0.01,27.32,-2.47,12.4,0,0,0,12.4,-3.7,-8.7,98,1.34,0,0,55.1,42.7,15.6,19.3,29.3,38,0.07,0.37
82,600023,浙能电力?点评,电热供应,5.82,0.52%,792,16,0,0,159,0,0,12.35,29.08,2.9,0,0,10.5,-7.6,-1.9,-1,132,1.15,15.5,5,52.1,59.7,13.3,15.2,19.1,20.1,0.07,1.88
83,601939,建设银行?点评,金融服务,7.95,0.51%,763,7,0,0,2212,0.03,0.02,27.77,0.18,7.6,0,0,-1.5,9.1,-3.5,-4.1,153,1.29,36.7,38.2,43.8,34.7,9,12.5,10.5,14.6,0.38,0.96
84,601211,国泰君安?点评,金融服务,17.76,0.51%,841,16,0,0,-443,0,-0.01,-24.41,9.26,-5.6,0,0,-9.2,3.6,-0.9,6.5,116,0.72,4,13.2,51.2,47.6,20.8,21.7,24,17.5,0.09,0.97
85,600688,上海石化?点评,燃料加工,6,0.50%,440,12,0,0,195,0,0,11.98,-5.39,7.2,0,0,13.2,-6,-9.1,1.9,114,1.1,13.2,0,47.2,53.2,14.9,24,24.7,22.8,0.06,0.93
86,000686,东北证券?点评,金融服务,8.02,0.50%,188,22,0,0,-208,-0.01,0,-13.57,14.88,-10.1,0,0,-12.8,2.7,3.2,6.9,84,0.92,0,12.8,36.9,34.2,22.8,19.6,40.3,33.4,0.11,0.91
87,002673,西部证券?点评,金融服务,10.33,0.49%,362,35,0,0,45,0,0.01,4.27,-1.25,0.8,0,0,0.7,0.1,-0.3,-0.5,84,1.08,5.4,4.7,36.8,36.7,24.5,24.8,33.3,33.8,0.16,0.73
88,600085,同仁堂?点评,医药制造,33.66,0.48%,462,42,0,0,434,0.01,0,8.43,-8.85,5.7,0,0,0,5.7,0.1,-5.8,115,1.07,5.4,5.4,55.1,49.4,17.3,17.2,22.2,28,0.17,1.57
89,600109,国金证券?点评,金融服务,8.44,0.48%,255,22,0,0,-120,0,-0.01,-11.46,3.42,-3.9,0,0,11.5,-15.4,-1.9,5.8,102,0.87,11.5,0,37.7,53.1,23.6,25.5,27.2,21.4,0.12,0.74
90,601933,永辉超市?点评,零售业,10.72,0.47%,698,54,0,0,720,0.01,-0.01,-0.06,2.66,2.8,0,0,9.5,-6.7,-3.8,1,129,0.94,23.4,13.9,42.7,49.4,12.3,16.1,21.6,20.6,0.37,0.96
91,601901,方正证券?点评,金融服务,6.43,0.47%,529,30,0,0,61,0,0,-7.06,-3.92,3.4,0,0,10.7,-7.3,-7.5,4.1,85,0.79,10.7,0,33.4,40.7,19.7,27.2,36.2,32.1,0.03,0.81
92,600369,西南证券?点评,金融服务,4.51,0.45%,255,34,0,0,46,0,0,-5.4,4.16,2.5,0,0,-8.1,10.6,-3.9,1.4,123,0.87,7.9,16,54.8,44.2,18.1,22,19.2,17.8,0.07,1.19
93,000623,吉林敖东?点评,医药制造,20.68,0.44%,227,13,0,0,-202,-0.01,0,-4.49,16.73,-4.4,0,0,-3.3,-1.1,1,3.4,107,1,5.1,8.4,46.3,47.4,21.2,20.2,27.4,24,0.2,0.82
94,002352,顺丰控股?点评,邮政业,50.81,0.43%,263,44,0,0,-55,0,0,-5.1,4.49,-2.3,0,0,1.7,-4,-2.6,4.9,74,0.91,7.3,5.6,28.4,32.4,23,25.6,41.3,36.4,0.09,0.72
95,000783,长江证券?点评,金融服务,7.34,0.41%,406,20,0,0,-197,0,-0.01,-16.76,1.49,-10.5,0,0,0,-10.5,1.4,9.1,46,0.78,0,0,17.9,28.4,26.9,25.5,55.2,46.1,0.05,0.69
96,600522,中天科技?点评,电气机械,12.62,0.40%,345,20,0,0,-1464,-0.04,-0.04,-30.74,-2.73,-12.6,0,0,-7.2,-5.4,2.7,9.9,119,0.73,10.3,17.5,43,48.4,16.3,13.6,30.4,20.5,0.34,0.72
97,601766,中国中车?点评,运输设备,10.32,0.39%,2365,32,0,0,-879,0,0,-22.86,8.67,-7.2,0,0,-5.4,-1.8,2.1,5.1,115,0.77,8.8,14.2,44.9,46.7,17.9,15.8,28.4,23.3,0.05,0.79
98,601186,中国铁建?点评,土木工程,10.3,0.39%,1185,10,0,0,310,0,0,7.7,-0.13,6.5,0,0,19.8,-13.3,-5.5,-1,121,1.03,39.3,19.5,24.5,37.8,11.7,17.2,24.5,25.5,0.04,0.94
99,601878,浙商证券?点评,金融服务,13.35,0.38%,44,39,0,0,-405,-0.09,-0.06,-17.88,-5.38,-9.6,0,0,-8.5,-1.1,3.5,6.1,103,0.85,7,15.5,39.5,40.6,22.5,19,31,24.9,0.95,0.85
100,601857,中国石油?点评,石油开采,7.94,0.38%,12857,66,0,0,299,0,0,-1.01,20.91,4.1,0,0,-7,11.1,-3.5,-0.6,117,0.91,11.5,18.5,48.8,37.7,14.7,18.2,25,25.6,0.01,0.87
101,300251,光线传媒?点评,文体传媒,13.11,0.38%,361,46,0,0,420,0.01,0.01,2.74,-7.04,1.9,0,0,-0.6,2.5,-1.6,-0.3,96,1.02,9.1,9.7,40,37.5,20.2,21.8,30.7,31,0.62,1
102,600036,招商银行?点评,金融服务,30.24,0.37%,6238,10,0,0,1382,0,0,-0.61,-3.4,4.5,0,0,4.2,0.3,-4.2,-0.3,142,0.92,27,22.8,46.4,46.1,11,15.2,15.6,15.9,0.05,0.99
103,601688,华泰证券?点评,金融服务,17.39,0.35%,947,20,0,0,-971,-0.01,-0.02,-23.12,-0.35,-5.7,0,0,-2.4,-3.3,0.4,5.3,125,0.76,8.8,11.2,50.7,54,17.3,16.9,23.2,17.9,0.18,0.88
104,601555,东吴证券?点评,金融服务,8.53,0.35%,247,24,0,0,151,0.01,0,8.94,-11.55,5.9,0,0,-5,10.9,-6,0.1,102,1.06,0,5,54.1,43.2,22.4,28.4,23.5,23.4,0.1,0.75
105,600061,国投资本?点评,金融服务,12.27,0.33%,453,20,0,0,-221,-0.01,0,-31.23,9.8,-19.4,0,0,0,-19.4,-0.9,20.3,91,0.78,0,0,35.6,55,24.7,25.6,39.7,19.4,0.03,0.76
106,002385,大北农?点评,食品加工,6.14,0.33%,139,22,0,0,-57,0,0,-0.2,0.85,-2.8,0,0,-0.5,-2.3,0.3,2.5,97,1.08,6,6.5,41.2,43.5,18.7,18.4,34.1,31.6,0.15,0.78
107,300315,掌趣科技?点评,互联网,6.51,0.31%,172,35,0,0,-1435,-0.08,-0.08,-22.24,13.31,-11.4,0,0,-1.4,-10,1.6,9.8,97,0.81,1.9,3.3,41,51,18.4,16.8,38.7,28.9,0.74,1.14
108,002310,东方园林?点评,土木工程,19.51,0.31%,308,46,0,0,-545,-0.02,-0.02,-13.29,12.01,-6.5,0,0,-3,-3.5,1.7,4.8,105,0.88,0,3,49.3,52.8,22,20.3,28.7,23.9,0.27,1.25
109,002304,洋河股份?点评,饮料制造,113.38,0.30%,1406,23,0,0,278,0,0,2.72,3.59,2.3,0,0,4.8,-2.5,-1,-1.3,83,1.01,5.4,0.6,37,39.5,26,27,31.6,32.9,0.09,0.82
