股票代码,行业代码
600339,801020
600340,801180
600343,801740
600345,801770
600346,801030
600348,801020
600349,801730
600350,801170
600351,801150
600352,801030
600353,801080
600354,801010
600355,801770
600356,801140
600358,801210
600359,801010
600360,801080
600361,801200
600362,801050
600363,801080
600365,801120
600366,801050
600367,801030
600368,801170
600369,801790
600370,801130
600371,801010
600372,801740
600373,801760
600375,801890
600376,801180
600377,801170
600378,801030
600379,801730
600380,801150
600381,801760
600382,801230
600383,801180
600385,801050
600386,801760
600387,801030
600388,801890
600389,801030
600390,801790
600391,801740
600392,801050
600393,801180
600395,801020
600396,801160
600397,801020
600398,801130
600399,801040
600400,801130
600403,801020
600405,801730
600406,801730
600408,801020
600409,801030
600410,801750
600415,801200
600416,801730
600418,801880
600419,801120
600420,801150
600421,801890
600422,801150
600423,801030
600425,801710
600426,801030
600428,801170
600429,801120
600433,801140
600435,801740
600436,801150
600438,801010
600439,801140
600444,801890
600446,801750
600448,801130
600449,801710
600452,801160
600455,801760
600456,801050
600458,801030
600459,801050
600460,801080
600461,801160
600462,801770
600463,801180
600466,801180
600467,801010
600468,801730
600469,801030
600470,801030
600475,801730
600476,801750
600477,801720
600478,801080
600479,801150
600480,801880
600481,801890
600482,801730
600483,801160
600485,801770
600486,801030
600487,801770
600488,801150
600489,801050
600490,801050
600491,801720
600493,801130
600495,801890
600496,801720
600497,801050
600498,801770
600499,801890
600500,801030
600501,801890
600502,801720
600503,801180
600505,801160
600506,801010
600507,801040
600508,801020
600509,801160
600510,801130
600511,801150
600512,801720
600513,801150
600515,801180
600516,801050
600517,801730
600518,801150
600519,801120
600520,801890
600521,801150
600522,801770
600523,801880
600525,801730
600526,801890
600527,801030
600528,801720
600529,801150
600530,801150
600531,801050
600532,801020
600533,801180
600535,801150
600536,801750
600537,801730
600538,801150
600539,801140
600540,801010
600543,801120
600545,801890
600546,801020
600547,801050
600548,801170
600549,801050
600550,801730
600551,801760
600552,801080
600555,801210
600556,801230
600557,801150
600558,801890
600559,801120
600560,801890
600561,801170
600562,801740
600563,801080
600565,801180
600566,801150
600567,801140
600568,801180
600569,801040
600570,801750
600571,801750
600572,801150
600573,801120
600575,801170
600576,801760
600577,801890
600578,801160
600579,801890
600580,801730
600581,801040
600582,801890
600583,801020
600584,801080
600585,801710
600586,801710
600587,801150
600588,801750
600589,801030
600590,801730
600592,801890
600593,801210
600594,801150
600595,801050
600596,801030
600597,801120
600598,801010
600599,801790
600600,801120
600601,801750
600602,801750
600603,801230
600604,801180
600605,801200
600606,801180
600608,801200
600609,801880
600610,801720
600611,801170
600612,801140
600613,801150
600614,801050
600615,801050
600616,801120
600617,801160
600618,801030
600619,801110
600620,801230
600621,801180
600622,801180
600623,801030
600624,801230
600626,801200
600628,801200
600629,801720
600630,801130
600633,801760
600634,801760
600635,801160
600636,801030
600637,801760
600638,801180
600639,801180
600640,801760
600641,801180
600642,801160
600643,801790
600644,801160
600645,801150
600647,801180
600648,801180
600649,801180
600650,801170
600651,801080
600652,801760
600653,801880
600654,801750
600655,801200
600657,801180
600658,801180
600660,801880
600661,801760
600662,801170
600663,801180
600664,801150
600665,801180
600666,801080
600667,801080
600668,801710
600671,801150
600673,801050
600674,801160
600675,801180
600676,801880
600677,801740
600678,801710
600679,801880
600681,801160
600682,801200
600683,801180
600684,801180
600685,801740
600686,801880
600687,801050
600688,801030
600689,801130
600690,801110
600691,801030
600692,801180
600693,801200
600694,801200
600695,801790
600696,801180
600697,801200
600698,801880
600699,801880
600701,801750
600702,801120
600703,801080
600704,801230
600705,801790
600706,801210
600707,801080
600708,801180
600710,801200
600711,801050
600712,801200
600713,801150
600714,801030
600715,801760
600716,801180
600717,801170
600718,801750
600719,801160
600720,801710
600721,801150
600722,801030
600723,801200
600724,801180
600725,801020
600726,801160
600727,801030
600728,801750
600729,801200
600730,801230
600731,801030
600732,801180
600733,801880
600734,801770
600735,801200
600736,801180
600737,801010
600738,801200
600739,801200
600740,801020
600741,801880
600742,801880
600743,801180
600744,801160
600745,801080
600746,801030
600747,801230
600748,801180
600749,801210
600750,801150
600751,801080
600753,801200
600754,801210
600755,801200
600756,801750
600757,801760
600758,801020
600759,801020
600760,801740
600761,801890
600763,801150
600764,801740
600765,801890
600766,801050
600767,801150
600768,801050
600769,801720
600770,801230
600771,801150
600773,801180
600774,801200
600775,801770
600776,801770
600777,801020
600778,801200
600779,801120
600780,801160
600781,801150
600782,801040
600783,801790
600784,801230
600785,801200
600787,801170
600789,801150
600790,801200
600791,801180
600792,801020
600793,801140
600794,801170
600795,801160
600796,801150
600797,801750
600798,801170
600800,801750
600801,801710
600802,801710
600803,801160
600804,801770
600805,801230
600807,801180
600808,801040
600809,801120
600810,801030
600811,801230
600812,801150
600814,801200
600815,801890
600816,801790
600817,801230
600818,801230
600819,801710
600820,801720
600821,801200
600822,801200
600823,801180
600824,801200
600825,801760
600826,801200
600827,801200
600828,801200
600829,801150
600830,801790
600831,801760
600833,801150
600834,801170
600835,801890
600836,801140
600837,801790
600838,801200
600839,801110
600841,801890
600843,801890
600844,801030
600845,801750
600846,801720
600847,801730
600848,801180
600850,801750
600851,801150
600853,801720
600854,801110
600855,801750
600856,801160
600857,801200
600858,801200
600859,801200
600860,801890
600861,801200
600862,801740
600863,801160
600864,801790
600865,801200
600866,801120
600867,801150
600868,801160
600869,801730
600870,801110
600871,801020
600872,801120
600873,801010
600874,801160
600875,801730
600876,801710
600877,801880
600879,801740
600880,801760
600881,801710
600882,801120
600883,801710
600884,801080
600885,801730
600886,801160
600887,801120
600888,801050
600889,801030
600890,801180
600891,801140
600892,801760
600893,801740
600894,801890
600895,801180
600896,801150
600897,801170
600898,801200
600900,801160
600901,801790
600903,801160
600908,801780
600909,801790
600917,801160
600919,801780
600926,801780
600929,801030
600933,801880
600936,801760
600939,801720
600958,801790
600959,801760
600960,801880
600961,801050
600962,801010
600963,801140
600965,801010
600966,801140
600967,801740
600969,801160
600970,801720
600971,801020
600973,801730
600975,801010
600976,801150
600977,801760
600978,801140
600979,801160
600980,801050
600981,801200
600982,801160
600983,801110
600984,801890
600985,801030
600986,801760
600987,801130
600988,801050
600990,801740
600992,801890
600993,801150
600995,801160
600996,801760
600997,801020
600998,801150
600999,801790
601000,801170
601001,801020
601002,801890
601003,801040
601005,801040
601006,801170
601007,801210
601008,801170
601009,801780
601010,801200
601011,801020
601012,801730
601015,801020
601016,801160
601018,801170
601019,801760
601020,801050
601021,801170
601028,801890
601038,801890
601058,801030
601066,801790
601068,801720
601069,801050
601086,801200
601088,801020
601098,801760
601099,801790
601100,801890
601101,801020
601106,801890
601107,801170
601108,801790
601111,801170
601113,801030
601116,801200
601117,801720
601118,801010
601126,801730
601127,801880
601128,801780
601137,801050
601138,801080
601139,801160
601155,801180
601158,801160
601163,801030
601166,801780
601168,801050
601169,801780
601177,801890
601179,801730
601186,801720
601188,801170
601198,801790
601199,801160
601200,801160
601206,801150
601208,801030
601211,801790
601212,801050
601216,801030
601218,801730
601222,801730
601225,801020
601226,801720
601228,801170
601229,801780
601231,801080
601233,801030
601238,801880
601258,801880
601288,801780
601311,801880
601318,801790
601326,801170
601328,801780
601330,801160
601333,801170
601336,801790
601339,801130
601360,801750
601366,801200
601368,801160
601369,801890
601375,801790
601377,801790
601388,801050
601390,801720
601398,801780
601500,801030
601515,801140
601518,801170
601519,801750
601555,801790
601558,801730
601566,801130
601567,801730
601579,801120
601588,801180
601595,801760
601599,801130
601600,801050
601601,801790
601606,801740
601607,801150
601608,801890
601611,801720
601616,801730
601618,801720
601619,801160
601628,801790
601633,801880
601636,801710
601666,801020
601668,801720
601669,801720
601677,801050
601678,801030
601688,801790
601689,801880
601699,801020
601700,801730
601717,801890
601718,801130
601727,801730
601766,801890
601777,801880
601788,801790
601789,801720
601798,801890
601799,801880
601800,801720
601801,801760
601808,801020
601811,801760
601818,801780
601828,801200
601838,801780
601857,801020
601858,801760
601866,801170
601869,801770
601872,801170
601877,801730
601878,801790
601880,801170
601881,801790
601882,801890
601886,801720
601888,801210
601890,801740
601898,801020
601899,801050
601900,801760
601901,801790
601908,801730
601918,801020
601919,801170
601928,801760
601929,801760
601933,801200
601939,801780
601949,801760
601952,801010
601958,801050
601965,801880
601966,801030
601968,801140
601969,801020
601985,801160
601988,801780
601989,801740
601990,801790
601991,801160
601992,801230
601996,801140
601997,801780
601998,801780
601999,801760
603000,801760
603001,801130
603002,801030
603003,801030
603005,801080
603006,801880
603007,801720
603008,801140
603009,801880
603010,801030
603011,801890
603012,801890
603013,801880
603015,801730
603016,801730
603017,801720
603018,801720
603019,801750
603020,801120
603021,801140
603022,801140
603023,801880
603025,801730
603026,801030
603027,801120
603028,801890
603029,801890
603030,801720
603031,801120
603032,801170
603033,801030
603035,801880
603036,801890
603037,801880
603038,801710
603039,801750
603040,801880
603041,801030
603042,801770
603043,801120
603045,801050
603050,801730
603055,801030
603056,801170
603058,801140
603059,801140
603060,801230
603063,801730
603066,801170
603067,801030
603069,801170
603076,801890
603077,801030
603078,801030
603079,801150
603080,801160
603081,801720
603083,801770
603085,801880
603086,801030
603088,801890
603089,801880
603090,801890
603096,801760
603098,801720
603099,801210
603100,801730
603101,801200
603103,801760
603105,801730
603106,801750
603108,801150
603110,801030
603111,801890
603113,801020
603116,801130
603117,801170
603118,801770
603123,801200
603126,801160
603127,801150
603128,801170
603129,801880
603131,801890
603133,801030
603136,801210
603138,801750
603139,801150
603156,801120
603157,801130
603158,801880
603159,801890
603160,801080
603161,801880
603165,801140
603166,801880
603167,801170
603168,801150
603169,801890
603177,801160
603178,801880
603179,801880
603180,801140
603181,801030
603183,801230
603186,801080
603188,801030
603189,801750
603192,801030
603196,801130
603197,801880
603198,801120
603199,801210
603200,801160
603203,801890
603208,801140
603214,801200
603218,801730
603222,801150
603223,801170
603225,801030
603226,801140
603227,801030
603228,801080
603229,801150
603232,801750
603233,801150
603238,801130
603239,801880
603258,801760
603259,801150
603260,801050
603266,801030
603268,801140
603269,801890
603277,801890
603278,801890
603283,801890
603286,801880
603288,801120
603289,801890
603298,801890
603299,801030
603300,801790
603301,801150
603302,801160
603303,801080
603305,801880
603306,801880
603308,801890
603309,801150
603311,801890
603313,801140
603315,801890
603316,801720
603318,801890
603319,801880
603320,801730
603321,801890
603322,801770
603323,801780
603326,801140
603328,801080
603329,801170
603330,801030
603331,801890
603333,801730
603335,801880
603336,801010
603337,801890
603338,801890
603339,801890
603345,801120
603348,801880
603355,801110
603356,801890
603357,801720
603358,801880
603359,801720
603360,801030
603363,801010
603365,801130
603366,801110
603367,801150
603368,801150
603369,801120
603377,801880
603378,801030
603380,801080
603383,801750
603385,801140
603386,801080
603387,801150
603388,801720
603389,801140
603393,801160
603396,801730
603398,801140
603399,801050
603416,801730
603421,801770
603429,801140
603444,801760
603456,801150
603458,801720
603466,801720
603477,801130
603486,801110
603488,801730
603496,801750
603499,801140
603500,801890
603501,801080
603505,801020
603506,801180
603507,801730
603508,801750
603515,801080
603516,801750
603517,801120
603518,801130
603519,801110
603520,801150
603527,801050
603528,801880
603533,801760
603535,801170
603536,801120
603538,801150
603555,801130
603556,801890
603557,801130
603558,801130
603559,801770
603566,801010
603567,801150
603568,801160
603569,801170
603577,801730
603578,801110
603579,801110
603580,801030
603585,801030
603586,801880
603587,801130
603588,801160
603589,801120
603590,801150
603595,801080
603596,801880
603598,801760
603599,801030
603600,801140
603601,801030
603602,801770
603603,801160
603605,801030
603606,801730
603607,801140
603608,801130
603609,801010
603611,801890
603612,801050
603615,801030
603616,801710
603617,801890
603618,801730
603619,801020
603626,801890
603628,801730
603630,801030
603633,801080
603636,801750
603637,801720
603638,801890
603639,801030
603648,801170
603650,801030
603655,801880
603656,801890
603657,801110
603658,801150
603659,801080
603660,801750
603661,801140
603663,801050
603665,801130
603666,801890
603667,801890
603668,801010
603669,801150
603676,801150
603677,801110
603678,801080
603679,801080
603680,801890
603683,801030
603685,801080
603686,801890
603688,801050
603689,801160
603690,801890
603693,801160
603696,801120
603698,801720
603699,801890
603701,801880
603703,801770
603706,801160
603707,801150
603708,801200
603709,801140
603711,801120
603712,801770
603713,801170
603716,801150
603717,801720
603718,801010
603721,801760
603722,801030
603725,801710
603726,801110
603727,801020
603728,801730
603729,801760
603730,801880
603733,801140
603737,801030
603738,801080
603757,801890
603758,801880
603766,801880
603767,801880
603768,801880
603773,801080
603776,801880
603777,801120
603778,801720
603779,801120
603787,801880
603788,801880
603789,801890
603797,801160
603798,801030
603799,801050
603800,801890
603801,801140
603803,801770
603806,801730
603808,801130
603809,801880
603811,801150
603813,801170
603816,801140
603817,801160
603818,801140
603819,801730
603822,801030
603823,801030
603825,801760
603826,801050
603828,801720
603829,801730
603833,801140
603838,801140
603839,801130
603843,801720
603848,801140
603855,801890
603856,801710
603858,801150
603859,801730
603860,801720
603861,801730
603866,801120
603868,801110
603869,801210
603871,801170
603876,801050
603877,801130
603878,801040
603879,801030
603880,801150
603881,801750
603882,801150
603883,801150
603885,801170
603886,801120
603887,801720
603888,801760
603889,801130
603890,801080
603895,801890
603896,801150
603897,801730
603898,801140
603899,801140
603900,801200
603901,801890
603903,801160
603906,801030
603908,801130
603909,801720
603912,801890
603916,801030
603917,801880
603918,801750
603919,801120
603920,801080
603922,801880
603926,801880
603928,801030
603929,801720
603933,801080
603936,801080
603937,801710
603938,801030
603939,801150
603955,801720
603958,801130
603959,801720
603960,801890
603963,801150
603966,801890
603968,801030
603969,801890
603970,801030
603976,801150
603977,801030
603978,801050
603979,801020
603980,801030
603985,801890
603986,801080
603987,801150
603988,801730
603989,801080
603990,801750
603991,801030
603993,801050
603996,801110
603997,801880
603998,801150
603999,801760
